                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                0.61186,                0.54838,                 1.0885,                0.68217,                0.64612,                  1.117,                0.78004,                0.87144,                0.90387,                0.74189,                0.81806,                0.72535,                 1.3024,                0.83119,                0.80579,                 1.3158,             0.00027806,             0.00027806,             0.00027806
                     53,                0.57846,                0.54909,                 1.0611,                 0.6443,                0.64444,                 1.0862,                0.86958,                0.80745,                0.91133,                0.75154,                0.75984,                0.87891,                 1.2531,                0.78938,                 0.8788,                 1.2763,             0.00027696,             0.00027696,             0.00027696
                     54,                0.59634,                0.54848,                 1.0633,                0.67208,                0.65691,                 1.0917,                0.88519,                0.87441,                0.94388,                0.78399,                0.78791,                0.43785,                 1.2492,                0.79889,                0.45388,                 1.2883,             0.00027586,             0.00027586,             0.00027586
                     55,                0.58731,                0.52243,                  1.065,                0.65209,                0.61782,                  1.093,                0.84298,                0.86491,                0.91277,                0.74433,                0.82515,                0.63782,                  1.281,                0.84698,                0.70769,                 1.3144,             0.00027476,             0.00027476,             0.00027476
                     56,                 0.5806,                0.52727,                 1.0561,                0.64614,                0.60922,                 1.0856,                0.86501,                0.86929,                0.94851,                 0.7718,                0.83019,                0.63081,                 1.3004,                0.83398,                0.63782,                 1.3104,             0.00027366,             0.00027366,             0.00027366
                     57,                0.58401,                0.51806,                 1.0539,                0.64834,                0.61593,                 1.0815,                0.89886,                0.84408,                0.92163,                0.73975,                0.84871,                0.65456,                 1.2984,                0.86866,                0.66064,                 1.3225,             0.00027256,             0.00027256,             0.00027256
                     58,                0.58564,                0.52274,                 1.0622,                0.65514,                0.59324,                 1.0885,                0.88163,                0.86037,                0.94489,                0.76597,                0.84285,                0.45714,                 1.3085,                0.86058,                0.51393,                 1.3457,             0.00027146,             0.00027146,             0.00027146
                     59,                0.58973,                0.51913,                  1.071,                0.65944,                0.59483,                 1.0977,                0.86105,                0.89256,                0.93986,                0.75039,                 0.8692,                 0.5356,                 1.3323,                 0.8817,                0.51173,                 1.3463,             0.00027036,             0.00027036,             0.00027036
                     60,                0.57785,                0.50529,                 1.0561,                0.64714,                 0.5893,                 1.0832,                 0.8502,                0.84335,                0.91279,                0.71064,                0.96074,                0.66502,                 1.4729,                0.98158,                  0.848,                 1.5043,             0.00026926,             0.00026926,             0.00026926
                     61,                0.57303,                0.50702,                 1.0542,                 0.6393,                0.61506,                 1.0832,                0.90666,                0.84909,                0.93011,                0.72764,                0.93714,                0.64466,                 1.3815,                0.97096,                0.73267,                 1.4312,             0.00026816,             0.00026816,             0.00026816
                     62,                0.58223,                0.51086,                 1.0643,                0.64433,                0.59532,                 1.0909,                0.83188,                0.89024,                0.94577,                0.75824,                0.86536,                0.58241,                 1.3277,                0.86723,                0.58112,                 1.3193,             0.00026707,             0.00026707,             0.00026707
                     63,                0.57143,                0.51088,                 1.0476,                0.63997,                0.60187,                 1.0755,                 0.9016,                0.81589,                0.91697,                0.73477,                0.84643,                0.57199,                 1.3333,                0.87192,                0.60201,                 1.3549,             0.00026597,             0.00026597,             0.00026597
                     64,                0.57364,                0.50558,                 1.0621,                0.63971,                0.59294,                 1.0896,                0.86403,                0.84413,                 0.9219,                0.74659,                0.84428,                0.65916,                 1.3143,                0.83295,                0.70481,                 1.3038,             0.00026487,             0.00026487,             0.00026487
                     65,                0.56126,                0.47489,                 1.0444,                0.62347,                0.56359,                 1.0704,                 0.8802,                0.84332,                0.93871,                0.75465,                0.88949,                0.65269,                 1.3474,                0.88064,                  0.659,                 1.3459,             0.00026377,             0.00026377,             0.00026377
                     66,                0.57925,                0.48447,                 1.0573,                0.64242,                0.58094,                 1.0844,                0.83225,                0.86491,                 0.9334,                0.74636,                0.90723,                0.68246,                 1.3724,                 0.9004,                0.68864,                  1.374,             0.00026267,             0.00026267,             0.00026267
